C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\center_2019_02_22_14_59_06_179.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\left_2019_02_22_14_59_06_179.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\right_2019_02_22_14_59_06_179.jpg,0,0,0,3.003667E-05
C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\center_2019_02_22_14_59_06_248.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\left_2019_02_22_14_59_06_248.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\right_2019_02_22_14_59_06_248.jpg,0,0,0,1.277476E-05
C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\center_2019_02_22_14_59_06_323.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\left_2019_02_22_14_59_06_323.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\right_2019_02_22_14_59_06_323.jpg,0,0,0,1.384298E-05
C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\center_2019_02_22_14_59_06_395.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\left_2019_02_22_14_59_06_395.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\right_2019_02_22_14_59_06_395.jpg,0,0,0,9.028008E-06
C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\center_2019_02_22_14_59_06_467.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\left_2019_02_22_14_59_06_467.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\right_2019_02_22_14_59_06_467.jpg,0,0,0,6.267384E-06
C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\center_2019_02_22_14_59_06_541.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\left_2019_02_22_14_59_06_541.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\right_2019_02_22_14_59_06_541.jpg,0,0,0,8.799615E-06
C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\center_2019_02_22_14_59_06_609.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\left_2019_02_22_14_59_06_609.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\right_2019_02_22_14_59_06_609.jpg,0,0,0,1.216651E-06
C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\center_2019_02_22_14_59_06_682.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\left_2019_02_22_14_59_06_682.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\right_2019_02_22_14_59_06_682.jpg,0,0,0,1.104587E-05
C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\center_2019_02_22_14_59_06_758.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\left_2019_02_22_14_59_06_758.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\right_2019_02_22_14_59_06_758.jpg,0,0,0,3.013409E-05
C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\center_2019_02_22_14_59_06_825.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\left_2019_02_22_14_59_06_825.jpg,C:\Users\Santosh Mishra\Desktop\Python-ADAS\Project Work Self Driving Cars\data\IMG\right_2019_02_22_14_59_06_825.jpg,0,0,0,4.929047E-07
